,Date,Group,Repeating No,String,Trend No,Dec No
1057,2015-11-24,C,4,dqyf,0.0,729.0
1058,2015-11-25,D,6,fhnf,3.5,982.6666667
1059,2015-11-26,E,8,nzxq,10.0,1360.428571
1060,2015-11-27,A,1,kywr,13.5,2222.666667
1061,2015-11-28,B,5,ezut,2.0,97.8
1062,2015-11-29,C,10,lark,10.0,670.0
1063,2015-11-30,D,1,oaxn,18.0,2985.0
1064,2015-12-01,E,7,ojeq,10.5,1105.666667
1065,2015-12-02,A,8,ixbu,36.0,945.8888889
1066,2015-12-03,B,10,uhkp,4.5,1407.428571
1067,2015-12-04,C,3,tora,10.0,3848.5
1068,2015-12-05,D,7,bbgf,38.5,111.6666667
1069,2015-12-06,E,8,xfzp,60.0,50.6
1070,2015-12-07,A,6,vixm,6.5,2654.0
1071,2015-12-08,B,3,erco,56.0,1518.0
1072,2015-12-09,C,3,oldr,15.0,1312.2
1073,2015-12-10,D,4,qxjc,72.0,528.5714286
1074,2015-12-11,E,10,samt,76.5,445.8571429
1075,2015-12-12,A,10,hmbm,90.0,5048.0
1076,2015-12-13,B,4,pyyv,19.0,1113.75
1077,2015-12-14,C,3,fxvh,80.0,265.875
1078,2015-12-15,D,6,aoaa,63.0,2302.666667
1079,2015-12-16,E,3,avbv,66.0,895.2222222
1080,2015-12-17,A,9,oacy,34.5,122.5
1081,2015-12-18,B,1,xcin,72.0,435.0
1082,2015-12-19,C,1,jrnf,12.5,1291.285714
1083,2015-12-20,D,5,jadx,104.0,1613.0
1084,2015-12-21,E,4,vsgo,67.5,1400.0
1085,2015-12-22,A,6,kuiv,56.0,4470.5
1086,2015-12-23,B,6,sdsj,145.0,911.5555556
1087,2015-12-24,C,6,eicv,120.0,171.7777778
1088,2015-12-25,D,2,tnhg,124.0,1688.333333
1089,2015-12-26,E,9,vqmb,96.0,1814.666667
1090,2015-12-27,A,2,zdbd,99.0,1648.333333
1091,2015-12-28,B,2,jswd,17.0,2333.0
1092,2015-12-29,C,6,fckf,105.0,437.75
1093,2015-12-30,D,3,tihb,144.0,445.3333333
1094,2015-12-31,E,3,vvsp,185.0,377.9
1095,2016-01-01,A,6,mnfp,76.0,647.5714286
1096,2016-01-02,B,2,ycmr,78.0,1214.8
1097,2016-01-03,C,10,eqbe,180.0,2831.0
1098,2016-01-04,D,4,ozew,164.0,140.6666667
1099,2016-01-05,E,6,mnuj,42.0,750.0
1100,2016-01-06,A,9,tjnr,107.5,2548.666667
1101,2016-01-07,B,2,zvtk,110.0,106.5
1102,2016-01-08,C,5,dlkv,180.0,195.25
1103,2016-01-09,D,10,zpsx,92.0,1104.333333
1104,2016-01-10,E,5,gonp,94.0,375.3
1105,2016-01-11,A,1,xswn,168.0,4318.5
1106,2016-01-12,B,6,lobs,147.0,1958.0
1107,2016-01-13,C,2,kprv,250.0,221.4285714
1108,2016-01-14,D,10,oyqc,51.0,1888.0
1109,2016-01-15,E,3,amcl,78.0,1235.0
1110,2016-01-16,A,6,xxyd,26.5,710.3333333
1111,2016-01-17,B,1,arqk,243.0,1269.8
1112,2016-01-18,C,4,onyy,275.0,202.625
1113,2016-01-19,D,10,vqse,168.0,721.4
1114,2016-01-20,E,4,xdep,199.5,1580.5
1115,2016-01-21,A,5,qskr,58.0,8111.0
1116,2016-01-22,B,1,hdpw,206.5,2885.0
1117,2016-01-23,C,2,ihai,240.0,1712.6
1118,2016-01-24,D,1,txno,152.5,4643.5
1119,2016-01-25,E,6,jkzq,93.0,8286.0
1120,2016-01-26,A,7,czct,315.0,909.7
1121,2016-01-27,B,10,owgx,32.0,451.0
1122,2016-01-28,C,5,xjlq,325.0,2558.5
1123,2016-01-29,D,10,sgwc,99.0,1375.5
1124,2016-01-30,E,6,cepj,268.0,2061.5
1125,2016-01-31,A,2,asyo,272.0,1259.857143
1126,2016-02-01,B,10,hvgg,34.5,576.4
1127,2016-02-02,C,8,vpuh,280.0,757.2
1128,2016-02-03,D,8,tmbv,142.0,98.57142857
1129,2016-02-04,E,6,vxmp,216.0,2166.75
1130,2016-02-05,A,9,bhbh,73.0,105.1111111
1131,2016-02-06,B,7,rjwv,37.0,634.0
1132,2016-02-07,C,1,keky,37.5,1013.888889
1133,2016-02-08,D,4,hrtn,380.0,1663.0
1134,2016-02-09,E,4,kecx,231.0,975.4
1135,2016-02-10,A,8,yuuh,351.0,249.4444444
1136,2016-02-11,B,7,xiog,316.0,734.7
1137,2016-02-12,C,9,ztbk,40.0,644.5
1138,2016-02-13,D,8,jqdt,243.0,1584.5
1139,2016-02-14,E,3,boel,369.0,1731.333333
1140,2016-02-15,A,8,iqwu,415.0,1034.5
1141,2016-02-16,B,6,ijgj,84.0,8870.0
1142,2016-02-17,C,4,zcos,85.0,704.3333333
1143,2016-02-18,D,1,rzli,43.0,1281.166667
1144,2016-02-19,E,1,uwco,261.0,1096.857143
1145,2016-02-20,A,4,yffd,176.0,1137.571429
1146,2016-02-21,B,5,bfse,311.5,3041.333333
1147,2016-02-22,C,6,uxvn,405.0,590.5555556
1148,2016-02-23,D,1,fzbg,227.5,5698.0
1149,2016-02-24,E,5,utke,322.0,297.375
1150,2016-02-25,A,3,tcia,418.5,824.0
1151,2016-02-26,B,6,ivdm,141.0,975.8333333
1152,2016-02-27,C,4,uwzc,427.5,573.2222222
1153,2016-02-28,D,2,stkj,48.0,949.8
1154,2016-02-29,E,8,jyrt,436.5,75.0
1155,2016-03-01,A,6,axwn,49.0,195.125
1156,2016-03-02,B,10,oxgj,148.5,696.3333333
1157,2016-03-03,C,6,rjqw,150.0,334.5
1158,2016-03-04,D,4,kbpq,505.0,306.5
1159,2016-03-05,E,4,hgdm,306.0,914.6666667
1160,2016-03-06,A,9,fjge,360.5,3745.0
1161,2016-03-07,B,10,pozl,520.0,216.7
1162,2016-03-08,C,6,zyor,472.5,2188.0
1163,2016-03-09,D,7,gbji,477.0,197.6
1164,2016-03-10,E,5,pjpe,267.5,2707.5
1165,2016-03-11,A,8,yuue,432.0,1144.75
1166,2016-03-12,B,10,cqko,218.0,417.5555556
1167,2016-03-13,C,7,fdxc,220.0,2592.666667
1168,2016-03-14,D,3,xpai,166.5,1552.833333
1169,2016-03-15,E,6,wita,112.0,335.8
1170,2016-03-16,A,7,usod,169.5,300.1111111
1171,2016-03-17,B,4,sucw,342.0,984.6
1172,2016-03-18,C,6,dpos,172.5,425.0
1173,2016-03-19,D,4,osbm,348.0,2612.0
1174,2016-03-20,E,1,vgtk,175.5,4643.0
1175,2016-03-21,A,10,rslw,590.0,6088.0
1176,2016-03-22,B,5,volm,476.0,1552.166667
1177,2016-03-23,C,1,jmwn,540.0,887.0
1178,2016-03-24,D,1,kmhv,423.5,4094.0
1179,2016-03-25,E,1,ntmt,305.0,1874.25
1180,2016-03-26,A,10,kmiq,61.5,660.4285714
1181,2016-03-27,B,4,tsfa,496.0,577.5555556
1182,2016-03-28,C,6,ycuy,437.5,56.33333333
1183,2016-03-29,D,2,uhms,378.0,767.0
1184,2016-03-30,E,5,cdrt,508.0,1373.6
1185,2016-03-31,A,5,uxqj,320.0,307.0
1186,2016-04-01,B,10,jmfm,258.0,1879.5
1187,2016-04-02,C,1,iryt,520.0,197.5
1188,2016-04-03,D,7,fxnu,393.0,3053.5
1189,2016-04-04,E,7,iccs,396.0,181.0
1190,2016-04-05,A,1,rcvc,66.5,131.6
1191,2016-04-06,B,1,gmjw,268.0,1173.166667
1192,2016-04-07,C,1,kvep,607.5,4762.0
1193,2016-04-08,D,5,wfae,272.0,532.625
1194,2016-04-09,E,5,sbdy,205.5,129.6666667
1195,2016-04-10,A,3,rvzj,414.0,965.3333333
1196,2016-04-11,B,9,bime,556.0,732.0
1197,2016-04-12,C,8,qrdi,210.0,4091.0
1198,2016-04-13,D,1,mqyc,493.5,745.7777778
1199,2016-04-14,E,6,ptmu,568.0,403.2857143
1200,2016-04-15,A,1,uncq,500.5,1267.666667
1201,2016-04-16,B,4,opsi,144.0,1411.0
1202,2016-04-17,C,5,vkdg,362.5,2071.75
1203,2016-04-18,D,4,ttas,511.0,808.375
1204,2016-04-19,E,5,auze,220.5,4141.5
1205,2016-04-20,A,3,kmqv,148.0,2305.5
1206,2016-04-21,B,5,gnsy,74.5,41.71428571
1207,2016-04-22,C,2,hypf,450.0,2370.333333
1208,2016-04-23,D,6,iayr,0.0,1984.0
1209,2016-04-24,E,9,xyqx,2.0,8897.0
1210,2016-04-25,A,2,aybk,6.0,4272.5
1211,2016-04-26,B,8,zybp,6.0,2326.0
1212,2016-04-27,C,8,fwek,14.0,881.5
1213,2016-04-28,D,10,gmjk,10.0,954.375
1214,2016-04-29,E,9,heog,30.0,131.2857143
1215,2016-04-30,A,7,znok,35.0,51.7
1216,2016-05-01,B,3,dkhn,12.0,2159.0
1217,2016-05-02,C,6,wztv,31.5,891.4
1218,2016-05-03,D,7,tuxf,25.0,2134.0
1219,2016-05-04,E,5,aeyt,16.5,4639.5
1220,2016-05-05,A,9,nsux,30.0,2727.666667
1221,2016-05-06,B,9,zvek,26.0,773.3333333
1222,2016-05-07,C,8,zmmc,21.0,235.375
1223,2016-05-08,D,2,fgda,52.5,351.1
1224,2016-05-09,E,5,hicw,16.0,816.0
1225,2016-05-10,A,8,wkfe,59.5,48.0
1226,2016-05-11,B,7,ktjs,63.0,1359.666667
1227,2016-05-12,C,10,idar,47.5,1384.333333
1228,2016-05-13,D,9,kpte,80.0,1267.142857
1229,2016-05-14,E,10,marl,31.5,557.625
1230,2016-05-15,A,4,gcil,11.0,924.4444444
1231,2016-05-16,B,3,mvmw,92.0,3956.0
1232,2016-05-17,C,8,gqdr,24.0,404.1666667
1233,2016-05-18,D,10,txif,50.0,1309.6
1234,2016-05-19,E,5,czew,130.0,601.75
1235,2016-05-20,A,2,wdts,40.5,1525.0
1236,2016-05-21,B,7,zvrz,98.0,639.0
1237,2016-05-22,C,6,znbv,43.5,343.0
1238,2016-05-23,D,2,pokf,105.0,1062.5
1239,2016-05-24,E,8,ecmp,15.5,2071.333333
1240,2016-05-25,A,8,jkzd,16.0,2138.0
1241,2016-05-26,B,5,vzqt,99.0,1060.0
1242,2016-05-27,C,10,nlan,170.0,2287.0
1243,2016-05-28,D,10,oxxx,175.0,1609.5
1244,2016-05-29,E,9,fpxf,72.0,673.5555556
1245,2016-05-30,A,4,dqhh,166.5,817.1666667
1246,2016-05-31,B,5,pjek,38.0,746.0
1247,2016-06-01,C,8,ngeq,58.5,423.6
1248,2016-06-02,D,1,omxo,40.0,1870.4
1249,2016-06-03,E,10,risz,143.5,1808.0
1250,2016-06-04,A,7,bwsa,168.0,964.1428571
1251,2016-06-05,B,1,ntsy,215.0,6209.0
1252,2016-06-06,C,5,hsrd,110.0,2271.5
1253,2016-06-07,D,8,eiue,45.0,1724.0
1254,2016-06-08,E,6,gxby,23.0,1366.285714
1255,2016-06-09,A,7,clne,211.5,1413.0
1256,2016-06-10,B,3,tqjo,216.0,729.6
1257,2016-06-11,C,8,kqwa,98.0,310.625
1258,2016-06-12,D,2,brbq,150.0,151.75
1259,2016-06-13,E,9,imgj,178.5,539.5
1260,2016-06-14,A,2,wnaq,130.0,1968.666667
1261,2016-06-15,B,9,bvzv,53.0,178.0
1262,2016-06-16,C,2,icjt,243.0,832.0
1263,2016-06-17,D,1,mqte,275.0,1592.0
1264,2016-06-18,E,7,xzdw,140.0,169.0
1265,2016-06-19,A,9,bdqh,199.5,926.5555556
1266,2016-06-20,B,8,nnlk,174.0,8904.0
1267,2016-06-21,C,6,fiuc,59.0,1810.333333
1268,2016-06-22,D,1,oieu,240.0,527.25
1269,2016-06-23,E,1,hhid,183.0,1899.333333
1270,2016-06-24,A,10,cgtp,155.0,8295.0
1271,2016-06-25,B,5,bkfl,189.0,391.8888889
1272,2016-06-26,C,7,uczq,192.0,9254.0
1273,2016-06-27,D,5,fzmv,260.0,2415.5
1274,2016-06-28,E,8,qpvm,66.0,225.4444444
1275,2016-06-29,A,6,idwk,33.5,736.0
1276,2016-06-30,B,1,rlah,204.0,1137.8
1277,2016-07-01,C,7,azlw,138.0,1146.875
1278,2016-07-02,D,5,iprq,70.0,6965.0
1279,2016-07-03,E,2,iplc,142.0,3399.0
1280,2016-07-04,A,10,yzro,360.0,791.2
1281,2016-07-05,B,9,kgom,146.0,1004.666667
1282,2016-07-06,C,2,bxlw,185.0,153.7142857
1283,2016-07-07,D,1,nbsc,112.5,1917.4
1284,2016-07-08,E,2,eged,304.0,1861.8
1285,2016-07-09,A,8,neaf,269.5,399.0
1286,2016-07-10,B,1,sore,273.0,3342.0
1287,2016-07-11,C,7,anhl,197.5,721.8888889
1288,2016-07-12,D,1,wgjn,240.0,7796.0
1289,2016-07-13,E,10,mofq,121.5,4380.5
1290,2016-07-14,A,3,qkpc,205.0,938.875
1291,2016-07-15,B,8,yhrp,415.0,2744.666667
1292,2016-07-16,C,1,lwxo,42.0,288.5555556
1293,2016-07-17,D,8,aewu,127.5,1042.0
1294,2016-07-18,E,2,nloo,258.0,709.5714286
1295,2016-07-19,A,10,sbkh,435.0,1689.666667
1296,2016-07-20,B,10,lucl,308.0,494.2
1297,2016-07-21,C,8,kfnz,222.5,504.5
1298,2016-07-22,D,3,eion,225.0,946.0
1299,2016-07-23,E,7,atzo,273.0,1103.714286
1300,2016-07-24,A,6,wipq,46.0,425.2857143
1301,2016-07-25,B,6,hdmf,279.0,1263.714286
1302,2016-07-26,C,2,btwb,376.0,210.0
1303,2016-07-27,D,3,doyl,237.5,2480.5
1304,2016-07-28,E,1,keyq,384.0,1482.5
1305,2016-07-29,A,9,rmnx,339.5,3044.0
1306,2016-07-30,B,4,dvwe,245.0,801.2857143
1307,2016-07-31,C,8,texk,198.0,4811.0
1308,2016-08-01,D,7,urqp,500.0,602.6
1309,2016-08-02,E,4,wpcj,101.0,1106.0
1310,2016-08-03,A,8,veug,204.0,926.6
1311,2016-08-04,B,1,nyst,257.5,172.3333333
1312,2016-08-05,C,7,wgcv,520.0,2506.333333
1313,2016-08-06,D,6,bpnw,157.5,1760.0
1314,2016-08-07,E,3,yczi,318.0,227.5
1315,2016-08-08,A,5,ehrr,535.0,5648.0
1316,2016-08-09,B,6,fzib,54.0,1081.142857
1317,2016-08-10,C,8,xqij,490.5,987.1111111
1318,2016-08-11,D,7,flvc,165.0,1087.5
1319,2016-08-12,E,4,dzmn,444.0,712.2
1320,2016-08-13,A,8,lrvv,280.0,2859.0
1321,2016-08-14,B,2,rwhc,395.5,1782.0
1322,2016-08-15,C,6,xsvs,57.0,148.625
1323,2016-08-16,D,8,mydf,460.0,3064.5
1324,2016-08-17,E,9,csrc,116.0,840.6
1325,2016-08-18,A,4,zntd,117.0,482.125
1326,2016-08-19,B,2,wzlk,354.0,1414.166667
1327,2016-08-20,C,4,yvsm,595.0,319.6666667
1328,2016-08-21,D,10,lpfm,360.0,875.5
1329,2016-08-22,E,10,nqae,605.0,1382.0
1330,2016-08-23,A,9,tenv,305.0,702.3333333
1331,2016-08-24,B,6,nfmh,492.0,23.8
1332,2016-08-25,C,6,puwm,62.0,1094.142857
1333,2016-08-26,D,7,hnsg,500.0,3634.0
1334,2016-08-27,E,4,iyoq,504.0,627.0
1335,2016-08-28,A,9,cequ,571.5,516.6
1336,2016-08-29,B,4,yjku,128.0,1460.75
1337,2016-08-30,C,5,mvmi,322.5,269.4
1338,2016-08-31,D,8,bafh,390.0,1426.714286
1339,2016-09-01,E,3,wmls,196.5,1082.714286
1340,2016-09-02,A,6,uhgu,66.0,78.57142857
1341,2016-09-03,B,8,cqih,332.5,1370.5
1342,2016-09-04,C,7,yims,268.0,277.25
1343,2016-09-05,D,10,mqvi,67.5,374.5
1344,2016-09-06,E,4,cbdx,408.0,5272.0
1345,2016-09-07,A,6,kwww,479.5,9300.0
1346,2016-09-08,B,3,dztm,276.0,799.7
1347,2016-09-09,C,6,ltll,417.0,608.6
1348,2016-09-10,D,3,udjk,630.0,441.25
1349,2016-09-11,E,10,uays,211.5,8288.0
1350,2016-09-12,A,7,fudy,142.0,1660.666667
1351,2016-09-13,B,8,yhmu,572.0,1650.8
1352,2016-09-14,C,8,tqno,648.0,2926.0
1353,2016-09-15,D,2,onnf,435.0,696.8
1354,2016-09-16,E,10,qxkw,584.0,1521.333333
1355,2016-09-17,A,8,balw,514.5,1102.375
1356,2016-09-18,B,10,lvsx,740.0,9187.0
1357,2016-09-19,C,4,nvmm,74.5,4810.0
1358,2016-09-20,D,10,nfhb,450.0,987.3333333
1359,2016-09-21,E,9,cbzy,0.0,1052.333333
1360,2016-09-22,A,5,dvlk,2.5,481.4285714
1361,2016-09-23,B,3,hdvf,1.0,239.0
1362,2016-09-24,C,7,lzgv,15.0,1072.666667
1363,2016-09-25,D,7,agkc,2.0,3146.333333
1364,2016-09-26,E,6,snvc,20.0,1180.0
1365,2016-09-27,A,2,khkd,3.0,41.28571429
1366,2016-09-28,B,2,bnio,10.5,216.5
1367,2016-09-29,C,6,fnrc,16.0,381.0
1368,2016-09-30,D,9,nbrj,40.5,145.0
1369,2016-10-01,E,10,ycwi,45.0,798.2
1370,2016-10-02,A,5,xrlm,55.0,450.125
1371,2016-10-03,B,6,magv,24.0,721.5714286
1372,2016-10-04,C,1,nagp,13.0,300.4285714
1373,2016-10-05,D,9,pwlm,70.0,153.4285714
1374,2016-10-06,E,6,qyvq,52.5,849.0
1375,2016-10-07,A,7,xgrw,72.0,712.875
1376,2016-10-08,B,1,omzv,85.0,634.3333333
1377,2016-10-09,C,10,ithc,63.0,873.3333333
1378,2016-10-10,D,1,mmim,66.5,1399.5
1379,2016-10-11,E,1,icqv,20.0,559.25
1380,2016-10-12,A,5,gjmb,42.0,604.0
1381,2016-10-13,B,4,rjor,44.0,1549.0
1382,2016-10-14,C,6,blpt,103.5,968.0
1383,2016-10-15,D,5,yehs,96.0,1246.285714
1384,2016-10-16,E,3,cxal,100.0,237.5714286
1385,2016-10-17,A,1,zrby,78.0,1425.666667
1386,2016-10-18,B,2,hubn,108.0,273.7
1387,2016-10-19,C,10,unss,42.0,1822.25
1388,2016-10-20,D,7,hpll,145.0,40.1
1389,2016-10-21,E,2,zxdh,30.0,197.5714286
1390,2016-10-22,A,3,cpjl,139.5,27.66666667
1391,2016-10-23,B,4,gmuz,16.0,1137.142857
1392,2016-10-24,C,1,axug,16.5,1342.4
1393,2016-10-25,D,9,cwax,136.0,1857.0
1394,2016-10-26,E,9,qrme,35.0,35.6
1395,2016-10-27,A,9,lycy,126.0,1206.2
1396,2016-10-28,B,10,jzrl,148.0,746.2
1397,2016-10-29,C,4,tkql,190.0,479.0
1398,2016-10-30,D,6,kozd,19.5,190.0
1399,2016-10-31,E,1,dxkx,40.0,549.75
1400,2016-11-01,A,7,vknr,82.0,232.0
1401,2016-11-02,B,2,zftg,105.0,6984.0
1402,2016-11-03,C,1,gaju,172.0,479.0
1403,2016-11-04,D,4,tjqe,220.0,221.5
1404,2016-11-05,E,10,gpcn,22.5,1952.5
1405,2016-11-06,A,3,omaf,138.0,1165.2
1406,2016-11-07,B,6,cyhy,47.0,388.875
1407,2016-11-08,C,8,wscc,24.0,1158.0
1408,2016-11-09,D,3,izom,24.5,5790.0
1409,2016-11-10,E,1,sois,50.0,604.2857143
1410,2016-11-11,A,3,wxiz,255.0,238.1
1411,2016-11-12,B,8,cjuz,182.0,1494.8
1412,2016-11-13,C,6,mgcd,212.0,872.6666667
1413,2016-11-14,D,1,ryyb,270.0,971.5
1414,2016-11-15,E,9,exuj,220.0,1046.111111
1415,2016-11-16,A,2,clfr,140.0,668.4444444
1416,2016-11-17,B,10,gtld,199.5,659.8333333
1417,2016-11-18,C,3,cbrd,261.0,892.3333333
1418,2016-11-19,D,1,rexw,59.0,568.0
1419,2016-11-20,E,3,uudx,30.0,3530.0
1420,2016-11-21,A,8,tecv,305.0,2996.5
1421,2016-11-22,B,2,fzeq,93.0,2345.5
1422,2016-11-23,C,4,mzmh,94.5,3050.5
1423,2016-11-24,D,3,etsn,128.0,624.8888889
1424,2016-11-25,E,1,xcve,65.0,3988.0
1425,2016-11-26,A,3,zwiu,99.0,257.5
1426,2016-11-27,B,8,sdmn,301.5,8071.0
1427,2016-11-28,C,10,ubiq,204.0,4232.5
1428,2016-11-29,D,9,bhbs,345.0,1346.0
1429,2016-11-30,E,8,yryi,315.0,745.4285714
1430,2016-12-01,A,1,eavf,284.0,165.3333333
1431,2016-12-02,B,4,hbcn,108.0,497.8
1432,2016-12-03,C,4,krtp,146.0,926.4
1433,2016-12-04,D,4,ikuq,222.0,259.0
1434,2016-12-05,E,6,mchm,112.5,568.75
1435,2016-12-06,A,9,kjlo,38.0,1534.8
1436,2016-12-07,B,8,tohy,38.5,1830.5
1437,2016-12-08,C,5,wbov,117.0,312.5
1438,2016-12-09,D,10,uxkw,237.0,278.5
1439,2016-12-10,E,8,clnu,280.0,120.25
1440,2016-12-11,A,7,muml,121.5,1629.166667
1441,2016-12-12,B,3,wqbh,410.0,141.3333333
1442,2016-12-13,C,9,obdf,207.5,1303.2
1443,2016-12-14,D,6,xngv,294.0,1132.0
1444,2016-12-15,E,9,phhu,255.0,796.0
1445,2016-12-16,A,3,wttj,344.0,955.5
1446,2016-12-17,B,1,jgzd,435.0,871.4285714
1447,2016-12-18,C,8,kgod,440.0,2949.666667
1448,2016-12-19,D,4,dyxn,445.0,1091.75
1449,2016-12-20,E,2,uwlp,315.0,726.6666667
1450,2016-12-21,A,4,yond,409.5,280.8888889
1451,2016-12-22,B,7,jxdo,92.0,627.125
1452,2016-12-23,C,3,ierz,186.0,1344.2
1453,2016-12-24,D,10,eonj,235.0,758.0
1454,2016-12-25,E,6,gaqx,142.5,318.0
1455,2016-12-26,A,6,kjiv,48.0,738.25
1456,2016-12-27,B,2,gddi,291.0,482.75
1457,2016-12-28,C,1,ksdk,392.0,638.0
1458,2016-12-29,D,9,njny,198.0,812.6666667
1459,2016-12-30,E,3,daid,450.0,431.8571429
1460,2016-12-31,A,7,invi,353.5,1173.333333
1461,2017-01-01,B,10,fvdi,51.0,608.0
1462,2017-01-02,C,8,cmnv,51.5,7512.0
1463,2017-01-03,D,8,oqrh,468.0,320.1666667
1464,2017-01-04,E,5,njaz,210.0,229.3333333
1465,2017-01-05,A,7,arzx,530.0,3814.0
1466,2017-01-06,B,9,ooxu,481.5,1396.4
1467,2017-01-07,C,10,tjzh,432.0,909.5714286
1468,2017-01-08,D,1,pkjs,490.5,3691.5
1469,2017-01-09,E,8,lakg,440.0,109.375
1470,2017-01-10,A,3,kxbo,166.5,1033.333333
1471,2017-01-11,B,6,mjyz,280.0,513.375
1472,2017-01-12,C,2,nzyf,339.0,1058.125
1473,2017-01-13,D,6,ulee,456.0,1604.833333
1474,2017-01-14,E,9,xucm,402.5,4483.0
1475,2017-01-15,A,7,mtxj,232.0,239.0
1476,2017-01-16,B,9,zznp,234.0,623.2
1477,2017-01-17,C,9,jciq,177.0,1281.428571
1478,2017-01-18,D,9,ratg,595.0,539.6
1479,2017-01-19,E,3,mzab,360.0,1805.0
1480,2017-01-20,A,3,gttv,423.5,995.0
1481,2017-01-21,B,5,zcai,488.0,791.0
1482,2017-01-22,C,10,buoo,307.5,526.0
1483,2017-01-23,D,2,uoch,620.0,731.8571429
1484,2017-01-24,E,10,mrhm,562.5,238.0
1485,2017-01-25,A,10,bykt,189.0,977.8333333
1486,2017-01-26,B,1,tuxe,444.5,1690.0
1487,2017-01-27,C,8,btzh,384.0,440.0
1488,2017-01-28,D,1,jqlz,516.0,28.5
1489,2017-01-29,E,4,laku,260.0,176.2222222
1490,2017-01-30,A,4,dadh,327.5,22.3
1491,2017-01-31,B,8,ojnz,462.0,1317.8
1492,2017-02-01,C,1,xkgm,399.0,299.4285714
1493,2017-02-02,D,1,luqr,201.0,3158.666667
1494,2017-02-03,E,3,tnms,135.0,671.6666667
1495,2017-02-04,A,8,xrem,68.0,3008.0
1496,2017-02-05,B,8,cbqo,68.5,3884.5
1497,2017-02-06,C,5,ktom,276.0,132.0
1498,2017-02-07,D,3,ofll,625.5,206.8
1499,2017-02-08,E,6,ophk,420.0,222.7
1500,2017-02-09,A,6,njnd,352.5,263.8
1501,2017-02-10,B,10,ivwh,142.0,3224.0
1502,2017-02-11,C,4,nvwa,357.5,639.75
1503,2017-02-12,D,3,kxvk,504.0,978.875
1504,2017-02-13,E,2,fost,435.0,2509.5
1505,2017-02-14,A,5,anrf,219.0,877.0
1506,2017-02-15,B,2,qdtl,73.5,7040.0
1507,2017-02-16,C,10,pllx,370.0,961.5
1508,2017-02-17,D,10,owec,149.0,1092.857143
1509,2017-02-18,E,3,maxa,675.0,416.0
1510,2017-02-19,A,5,sqma,0.0,977.0
1511,2017-02-20,B,9,ctft,0.5,1237.428571
1512,2017-02-21,C,10,sxsf,9.0,1502.75
1513,2017-02-22,D,7,ysum,15.0,567.8
1514,2017-02-23,E,1,nkov,14.0,286.8333333
1515,2017-02-24,A,8,xpcy,12.5,458.8571429
1516,2017-02-25,B,3,ckws,18.0,852.8
1517,2017-02-26,C,4,nanu,28.0,1373.2
1518,2017-02-27,D,2,miny,36.0,1614.25
1519,2017-02-28,E,1,czpd,18.0,340.4444444
1520,2017-03-01,A,1,psfn,35.0,1394.428571
1521,2017-03-02,B,1,ggjk,49.5,943.6666667
1522,2017-03-03,C,6,ylgx,54.0,886.7777778
1523,2017-03-04,D,3,wmks,6.5,1939.25
1524,2017-03-05,E,4,aonz,7.0,689.0
1525,2017-03-06,A,3,lfpt,7.5,5832.0
1526,2017-03-07,B,10,jeou,72.0,1326.2
1527,2017-03-08,C,9,owvi,42.5,3880.0
1528,2017-03-09,D,10,ameb,72.0,735.8571429
1529,2017-03-10,E,2,zwhu,9.5,331.875
1530,2017-03-11,A,7,frfj,40.0,1016.375
1531,2017-03-12,B,1,jhac,94.5,617.8571429
1532,2017-03-13,C,3,zklb,22.0,917.2857143
1533,2017-03-14,D,2,ilxf,80.5,1075.111111
1534,2017-03-15,E,2,hmzu,12.0,696.6
1535,2017-03-16,A,10,buny,87.5,480.5
1536,2017-03-17,B,1,uuad,130.0,1427.833333
1537,2017-03-18,C,7,tiur,81.0,394.0
1538,2017-03-19,D,8,hifi,98.0,512.3333333
1539,2017-03-20,E,2,xtac,145.0,1200.333333
1540,2017-03-21,A,5,knrw,15.0,2357.0
1541,2017-03-22,B,5,xnzq,139.5,1568.25
1542,2017-03-23,C,5,ytvq,16.0,972.0
1543,2017-03-24,D,5,viif,148.5,332.25
1544,2017-03-25,E,2,njcm,170.0,1430.5
1545,2017-03-26,A,9,tjzu,140.0,75.75
1546,2017-03-27,B,6,ejjo,18.0,1305.6
1547,2017-03-28,C,6,lndb,55.5,2234.0
1548,2017-03-29,D,6,klwc,57.0,1126.75
1549,2017-03-30,E,9,owbk,58.5,139.5
1550,2017-03-31,A,7,wopk,100.0,1786.6
1551,2017-04-01,B,5,lsbn,123.0,326.3
1552,2017-04-02,C,3,tbcn,21.0,729.3333333
1553,2017-04-03,D,4,pnwl,193.5,3050.0
1554,2017-04-04,E,7,wxmq,88.0,856.2222222
1555,2017-04-05,A,2,tylc,67.5,5583.0
1556,2017-04-06,B,9,qfes,184.0,1918.5
1557,2017-04-07,C,10,bbhz,94.0,94.33333333
1558,2017-04-08,D,4,fytb,240.0,1596.333333
1559,2017-04-09,E,6,eady,171.5,1052.375
1560,2017-04-10,A,5,lpse,75.0,282.3
1561,2017-04-11,B,8,sege,229.5,225.7777778
1562,2017-04-12,C,6,xmmk,234.0,897.6666667
1563,2017-04-13,D,8,uibs,132.5,1247.2
1564,2017-04-14,E,5,bswd,27.0,397.6666667
1565,2017-04-15,A,6,gfgl,137.5,294.0
1566,2017-04-16,B,3,bdmd,280.0,393.6666667
