,FID,RANGERDIST,REGION,FORESTNUMB,DISTRICTNU,DISTRICTOR,FORESTNAME,DISTRICTNA,GIS_ACRES,SHAPE_AREA,SHAPE_LEN
465,465,99031001010343,3,10,1,31001,Santa Fe National Forest,Coyote Ranger District,268307.077,0.108808354,2.641589612
466,466,99090407010343,9,4,7,90407,Huron-Manistee National Forest,Harrisville Ranger District,270845.197,0.124305452,2.790190184
467,467,99021008010343,2,10,8,21008,Arapaho and Roosevelt National Forests,Sulphur Ranger District,434938.617,0.185691702,5.284055911
468,468,99011004010343,1,10,4,11004,Flathead National Forest,Spotted Bear Ranger District,1037183.432,0.503372042,4.977643697
469,469,99061804010343,6,18,4,61804,Willamette National Forest,Detroit Ranger District,323869.189,0.148768141,2.50713193
470,470,99030704010343,3,7,4,30704,Kaibab National Forest,Tusayan Ranger District,331598.85,0.133960535,2.245646133
471,471,99060303010343,6,3,3,60303,Gifford Pinchot National Forest,Mt. Adams Ranger District,710549.6,0.334099924,5.44067443
472,472,99021207010343,2,12,7,21207,Pike and San Isabel National Forests,Cimarron Ranger District,341728.55,0.140247657,1.775128055
473,473,8a72025c-b0a1-418c-a84e-c8af88d14d12,6,7,1,60701,Ochoco National Forest,Lookout Mountain Ranger District,355546.464,0.162395035,3.262722417
474,474,99051253010343,5,12,53,51253,San Bernardino National Forest,Front Country Ranger District,270913.954,0.107202246,4.14701609
475,475,99080907010343,8,9,7,80907,Ouachita National Forest,Mena Ranger District,246863.451,0.098143958,3.157608728
476,476,99050755010343,5,7,55,50755,Los Padres National Forest,Ojai Ranger District,323861.482,0.128696961,2.327652246
477,477,99051756010343,5,17,56,51756,Tahoe National Forest,Sierraville Ranger District,231171.682,0.098027294,3.691999144
478,478,99021211010343,2,12,11,21211,Pike and San Isabel National Forests,South Platte Ranger District,450225.879,0.190394056,3.581687169
479,479,99030503010343,3,5,3,30503,Coronado National Forest,Sierra Vista Ranger District,321532.476,0.123534192,2.854094857
480,480,99031203010343,3,12,3,31203,Tonto National Forest,Mesa Ranger District,444806.104,0.174869341,2.868508416
481,481,99010208010343,1,2,8,10208,Beaverhead-Deerlodge National Forest,Pintler Ranger District,731232.606,0.345354164,7.72371788
482,482,99010804010343,1,11,84,11184,Custer Gallatin National Forest,Ashland Ranger District,501821.078,0.233446899,3.965680812
483,483,99051651010343,5,16,51,51651,Stanislaus National Forest,Mi-Wok Ranger District,209918.127,0.087212621,2.271329443
484,484,99060605010343,6,6,5,60605,Mt. Hood National Forest,Clackamas River Ranger District,407078.558,0.188083522,2.785757753
485,485,99021507010343,2,15,7,21507,White River National Forest,Holy Cross Ranger District,382909.647,0.162501564,2.415056845
486,486,99030905010343,3,9,5,30905,Prescott National Forest,Verde Ranger District,327243.298,0.13000828,2.302071447
487,487,99010408010343,1,4,8,10408,Idaho Panhandle National Forests,Priest Lake Ranger District,382556.158,0.188752321,3.606152111
488,488,99092204010343,9,22,4,92204,White Mountain National Forest,Pemigewasset Ranger District,412965.848,0.187694436,6.180407385
489,489,99080804010343,8,8,4,80804,George Washington and Jefferson National Forest,Lee Ranger District,301836.862,0.126740581,4.010045963
490,490,99030803010343,3,8,3,30803,Lincoln National Forest,Guadalupe Ranger District,289126.404,0.112031577,2.297747122
491,491,99021403010343,2,14,3,21403,Shoshone National Forest,Washakie Ranger District,320076.121,0.14252976,3.214248243
492,492,99061702010343,6,17,2,61702,Okanogan-Wenatchee National Forest,Chelan Ranger District,412358.027,0.201673635,4.479329371
493,493,99010304010343,1,3,4,10304,Bitterroot National Forest,West Fork Ranger District,793460.223,0.371026502,5.095615631
494,494,99081308010343,8,13,8,81308,National Forests in Texas,Caddo - Lyndon B. Johnson National Grasslands,183888.085,0.072177964,2.336474432
495,495,99010203010343,1,2,3,10203,Beaverhead-Deerlodge National Forest,Wisdom Ranger District,875879.975,0.409117409,8.070005535
496,496,99030307010343,3,3,7,30307,Cibola National Forest,Kiowa/Rita Blanca National Grasslands,863345.686,0.35088459,5.611856041
497,497,99051051010343,5,10,51,51051,Six Rivers National Forest,Gasquet Ranger District,358968.124,0.157313334,2.576139136
498,498,99051102010343,5,11,2,51102,Plumas National Forest,Mt. Hough Ranger District,546739.06,0.233521292,4.673430295
499,499,99050955010343,5,9,55,50955,Modoc National Forest,Devils Garden Ranger District,596525.506,0.261114357,2.994569131
500,500,99050555010343,5,5,55,50555,Klamath National Forest,Scott River Ranger District,277428.094,0.121078833,5.872675841
501,501,99041703010343,4,17,3,41703,Humboldt-Toiyabe National Forest,Austin-Tonopah Ranger District,2136574.262,0.897387926,14.37981972
502,502,99040702010343,4,7,2,40702,Dixie National Forest,Cedar City Ranger District,404452.468,0.167155688,2.524780001
