,ADMIN_ORG,ADMIN_ORG_NAME,RMU_ID,RMU_NAME,RMU_STATUS,NEPA_DECISION_TYPE,NEPA_DECISION_DATE_APPROVED,SUFF_REVIEW_DATE,NEPA_SCHEDULE,NEPA_YR
4567,11808,MCKENZIE RANGER DISTRICT,00495,495 PA (P14),ACTIVE,RECORD OF DECISION (EIS),09/21/2007,,2028.0,2007.0
4568,41308,LEADORE RANGER DISTRICT,80401,AGENCY CREEK,ACTIVE,DECISION MEMO (CE),06/08/2007,,,2007.0
4569,20303,HELL CANYON RANGER DISTRICT,00301,ALABAUGH,ACTIVE,DECISION MEMO (CE),09/20/2007,,,2007.0
4570,30303,MAGDALENA RANGER DISTRICT,03318,ALAMO,ACTIVE,DECISION MEMO (CE),08/30/2007,,,2007.0
4571,20904,DIVIDE RANGER DISTRICT,09501,ALDER,ACTIVE,DECISION MEMO (CE),09/19/2007,,2022.0,2007.0
4572,11107,HEBGEN LAKE RANGER DISTRICT,00601,ALEXANDER,ACTIVE,RECORD OF DECISION (EIS),09/24/2007,,,2007.0
4573,20609,DOUGLAS RANGER DISTRICT,09201,ALEXANDER,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4574,30801,SMOKEY BEAR RANGER DISTRICT,00100,ALIENATED,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4575,30503,SIERRA VISTA RANGER DISTRICT,00353,ALISOS,ACTIVE,DECISION NOTICE/FONSI (EA),06/11/2007,11/01/2018,,2007.0
4576,41554,PALISADES RANGER DISTRICT,44005,ALPINE,ACTIVE,DECISION MEMO (CE),09/28/2007,,2022.0,2007.0
4577,30302,MOUNT TAYLOR RANGER DISTRICT,02205,AMERICAN RANCH,ACTIVE,DECISION MEMO (CE),08/28/2007,,,2007.0
4578,20402,GRAND VALLEY RANGER DISTRICT,00203,CLUB,COMBINED,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
4579,40104,DUCHESNE RANGER DISTRICT,00400,ANTELOPE,ACTIVE,DECISION MEMO (CE),06/28/2007,,,2007.0
4580,20402,GRAND VALLEY RANGER DISTRICT,00208,LAKES COUNTRY,COMBINED,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
4581,30304,MOUNTAINAIR RANGER DISTRICT,04412,ANTELOPE,ACTIVE,DECISION MEMO (CE),07/10/2007,,,2007.0
4582,60404,PRAIRIE CITY RANGER DISTRICT,00690,ANTELOPE (UPPER MALHEUR),ACTIVE,DECISION MEMO (CE),09/28/2007,,2022.0,2007.0
4583,20402,GRAND VALLEY RANGER DISTRICT,00215,RIDGE,COMBINED,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
4584,20402,GRAND VALLEY RANGER DISTRICT,00216,SMITH POINT,COMBINED,DECISION NOTICE/FONSI (EA),09/27/1996,,,1996.0
4585,41552,ASHTON/ISLAND PARK RANGER DISTRICT,00200,ANTELOPE PARK C&H,ACTIVE,DECISION MEMO (CE),05/08/2007,,,2007.0
4586,40104,DUCHESNE RANGER DISTRICT,00401,ANTHRO MOUNTAIN,ACTIVE,DECISION MEMO (CE),06/28/2007,,,2007.0
4587,50753,SANTA LUCIA RANGER DISTRICT,3ARNO,ARNOLD,ACTIVE,DECISION MEMO (CE),09/26/2007,,,2007.0
4588,30801,SMOKEY BEAR RANGER DISTRICT,00102,ARROYO SECO,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4589,31006,ESPANOLA RANGER DISTRICT,00603,ASPEN MOUNTAIN,ACTIVE,DECISION MEMO (CE),09/12/2007,,,2007.0
4590,51101,BECKWOURTH RANGER DISTRICT,01-02,BACHER,ACTIVE,DECISION MEMO (CE),03/14/2007,,,2007.0
4591,20609,DOUGLAS RANGER DISTRICT,09218,BACON CREEK,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4592,60601,BARLOW RANGER DISTRICT,R0100,BADGER,ACTIVE,DECISION MEMO (CE),09/21/2007,,,2007.0
4593,41554,PALISADES RANGER DISTRICT,00429,BAGLEY,ACTIVE,DECISION MEMO (CE),09/28/2007,09/27/2013,2025.0,2007.0
4594,60401,BLUE MOUNTAIN RANGER DISTRICT,00109,BALANCE CREEK,ACTIVE,DECISION MEMO (CE),09/28/2007,,2019.0,2007.0
4595,50557,GOOSENEST RANGER DISTRICT,00050,BALL MOUNTAIN,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4596,20609,DOUGLAS RANGER DISTRICT,09221,BATES CREEK,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4597,11106,BOZEMAN RANGER DISTRICT,00604,BATTLERIDGE,ACTIVE,RECORD OF DECISION (EIS),09/24/2007,,,2007.0
4598,20904,DIVIDE RANGER DISTRICT,09502,BEAR,ACTIVE,DECISION MEMO (CE),09/19/2007,,2022.0,2007.0
4599,41903,HEBER-KAMAS RANGER DISTRICT,00302,BEAR HOLE,ACTIVE,DECISION MEMO (CE),09/24/2007,,,2007.0
4600,31005,PECOS - LAS VEGAS RANGER DISTRICT,00503,BEAR LAKE,ACTIVE,DECISION MEMO (CE),09/18/2007,02/15/2019,2028.0,2007.0
4601,30303,MAGDALENA RANGER DISTRICT,03313,BEAR MOUNTAIN,ACTIVE,DECISION MEMO (CE),08/30/2007,,,2007.0
4602,31005,PECOS - LAS VEGAS RANGER DISTRICT,00401,BEAVER,ACTIVE,DECISION MEMO (CE),09/18/2007,02/15/2019,2028.0,2007.0
4603,11104,YELLOWSTONE RANGER DISTRICT,00217,MEADOW CREEK-CLOSED,CLOSED,DECISION NOTICE/FONSI (EA),09/27/2006,,,2006.0
4604,50955,DEVILS GARDEN RANGER DISTRICT,A5501,BEAVER DAM,ACTIVE,DECISION MEMO (CE),09/13/2007,,2022.0,2007.0
4605,40804,RICHFIELD RANGER DISTRICT,04101,BEAVER DAMS,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4606,41003,PRICE RANGER DISTRICT,00109,BEAVER DAMS/BOULGER S & G,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4607,21404,WAPITI RANGER DISTRICT,04131,BELKNAP,ACTIVE,DECISION MEMO (CE),09/24/2007,,,2007.0
4608,20609,DOUGLAS RANGER DISTRICT,09257,BELL,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4609,51653,SUMMIT RANGER DISTRICT,R5301,BELL MEADOW,ACTIVE,DECISION NOTICE/FONSI (EA),07/16/2007,,2022.0,2007.0
4610,30701,WILLIAMS RANGER DISTRICT,00017,BELLEMONT,ACTIVE,DECISION NOTICE/FONSI (EA),09/28/2007,,,2007.0
4611,21005,CANYON LAKES RANGER DISTRICT,00402,BENNETT CREEK,VACANT,DECISION NOTICE/FONSI (EA),10/12/2007,,,2007.0
4612,10303,SULA RANGER DISTRICT,00302,BERTIE LORD,VACANT,DECISION MEMO (CE),09/24/2007,,,2007.0
4613,20609,DOUGLAS RANGER DISTRICT,09237,BETTY DON,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4614,20603,HAHNS PEAK/BEARS EARS RANGER DISTRICT,03316,BIG AGNES,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4615,61709,TONASKET RANGER DISTRICT,00R02,BIG CANYON,ACTIVE,DECISION MEMO (CE),09/19/2007,,,2007.0
4616,20609,DOUGLAS RANGER DISTRICT,06664,BIGHORN,VACANT,DECISION MEMO (CE),09/27/2007,,,2007.0
4617,41001,SANPETE RANGER DISTRICT,00110,BIRCH CREEK/BEAR CANYON S & G,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4618,30408,FLAGSTAFF RANGER DISTRICT,00108,BLACK BILL,ACTIVE,DECISION MEMO (CE),06/18/2007,,,2007.0
4619,20609,DOUGLAS RANGER DISTRICT,09265,BLACK THUNDER,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4620,11106,BOZEMAN RANGER DISTRICT,00668,BLACKTAIL,ACTIVE,RECORD OF DECISION (EIS),09/24/2007,,,2007.0
4621,20609,DOUGLAS RANGER DISTRICT,06605,BLACKTAIL,VACANT,DECISION MEMO (CE),09/27/2007,,,2007.0
4622,21306,PAGOSA RANGER DISTRICT,13612,BLANCO BASIN,ACTIVE,DECISION MEMO (CE),09/12/2007,,,2007.0
4623,20609,DOUGLAS RANGER DISTRICT,09215,BLOW OUT,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4624,41554,PALISADES RANGER DISTRICT,44006,BLOWOUT,ACTIVE,DECISION MEMO (CE),09/28/2007,,2022.0,2007.0
4625,41003,PRICE RANGER DISTRICT,00308,BOB WRIGHT S & G,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4626,50557,GOOSENEST RANGER DISTRICT,00051,BOGUS,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4627,30304,MOUNTAINAIR RANGER DISTRICT,04415,BONITO,ACTIVE,DECISION MEMO (CE),07/10/2007,,2019.0,2007.0
4628,20609,DOUGLAS RANGER DISTRICT,09280,BOOSTER,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4629,20904,DIVIDE RANGER DISTRICT,09503,BOOT MTN,ACTIVE,DECISION MEMO (CE),07/31/2007,,,2007.0
4630,41552,ASHTON/ISLAND PARK RANGER DISTRICT,00201,BOOTJACK C&H,ACTIVE,DECISION MEMO (CE),05/08/2007,,,2007.0
4631,20609,DOUGLAS RANGER DISTRICT,06606,BOUNDARY,VACANT,DECISION MEMO (CE),09/27/2007,,,2007.0
4632,11106,BOZEMAN RANGER DISTRICT,00610,BRACKETT CREEK,ACTIVE,RECORD OF DECISION (EIS),09/24/2007,,,2007.0
4633,50751,MONTEREY RANGER DISTRICT,1BRRA,BRAZIL RANCH,ACTIVE,DECISION NOTICE/FONSI (EA),09/21/2007,,,2007.0
4634,20303,HELL CANYON RANGER DISTRICT,00400,BREESNE FLATS,ACTIVE,DECISION MEMO (CE),05/17/2007,,,2007.0
4635,60402,EMIGRANT CREEK RANGER DISTRICT,00031,BRIDGE CREEK,ACTIVE,DECISION MEMO (CE),08/23/2007,,2022.0,2007.0
4636,20609,DOUGLAS RANGER DISTRICT,09286,BRIGGS DRAW,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4637,30801,SMOKEY BEAR RANGER DISTRICT,00107,BRILL,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4638,40307,PINEDALE RANGER DISTRICT,07017,BUNION CREEK,CLOSED,DECISION MEMO (CE),09/27/2007,,,2007.0
4639,40307,PINEDALE RANGER DISTRICT,07018,CROSS LAKE,CLOSED,DECISION MEMO (CE),09/27/2007,,,2007.0
4640,40307,PINEDALE RANGER DISTRICT,07020,DADS LAKE COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4641,40307,PINEDALE RANGER DISTRICT,07021,EAST FORK,CLOSED,DECISION MEMO (CE),09/27/2007,,,2007.0
4642,40307,PINEDALE RANGER DISTRICT,07027,LITTLE SANDY COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4643,40307,PINEDALE RANGER DISTRICT,07030,MT. GEIKE COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4644,30304,MOUNTAINAIR RANGER DISTRICT,04420,BROWN,ACTIVE,DECISION MEMO (CE),07/10/2007,,,2007.0
4645,40307,PINEDALE RANGER DISTRICT,07035,PYRAMID LAKE COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4646,40307,PINEDALE RANGER DISTRICT,07036,RAID LAKE,CLOSED,DECISION MEMO (CE),09/27/2007,,,2007.0
4647,40307,PINEDALE RANGER DISTRICT,07038,SHEEP CREEK COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4648,40307,PINEDALE RANGER DISTRICT,07039,SOUTH FORK COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4649,40307,PINEDALE RANGER DISTRICT,07040,TEMPLE CREEK,CLOSED,DECISION MEMO (CE),09/27/2007,,,2007.0
4650,40307,PINEDALE RANGER DISTRICT,07042,UPPER DUTCH JOE COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4651,40307,PINEDALE RANGER DISTRICT,07043,WASHAKIE-FRANCIS LAKE COMBINED,COMBINED,DECISION MEMO (CE),09/27/2007,,,2007.0
4652,60204,SILVER LAKE RANGER DISTRICT,00R86,BUCK CREEK,ACTIVE,DECISION MEMO (CE),09/26/2007,,,2007.0
4653,41552,ASHTON/ISLAND PARK RANGER DISTRICT,00237,BUFFALO C&H,ACTIVE,DECISION MEMO (CE),09/28/2007,09/26/2011,,2007.0
4654,30607,SILVER CITY RANGER DISTRICT,00701,BULLARD PEAK,ACTIVE,DECISION MEMO (CE),09/04/2007,,,2007.0
4655,51101,BECKWOURTH RANGER DISTRICT,01-05,BULSON,VACANT,DECISION MEMO (CE),09/17/2007,,,2007.0
4656,30607,SILVER CITY RANGER DISTRICT,00702,BURRO MOUNTAIN,ACTIVE,DECISION MEMO (CE),09/04/2007,,,2007.0
4657,50653,HAT CREEK RANGER DISTRICT,00010,BUTTE CREEK,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4658,30607,SILVER CITY RANGER DISTRICT,00703,C BAR,ACTIVE,DECISION MEMO (CE),09/04/2007,,,2007.0
4659,20609,DOUGLAS RANGER DISTRICT,09287,CALAMITY GULCH,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4660,60401,BLUE MOUNTAIN RANGER DISTRICT,00400,CAMP CREEK  (SILVIES),ACTIVE,DECISION MEMO (CE),09/28/2007,,2025.0,2007.0
4661,30901,CHINO VALLEY RANGER DISTRICT,00101,CAMP WOOD,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4662,41003,PRICE RANGER DISTRICT,00315,CANDLAND S & G (FORAGE RESERVE),VACANT,DECISION MEMO (CE),09/27/2007,,,2007.0
4663,60701,LOOKOUT MOUNTAIN RANGER DISTRICT,01008,CANYON CREEK,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4664,30206,TRES PIEDRAS RANGER DISTRICT,00638,CARSON-MOJINO,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/2007,,2019.0,2007.0
4665,20303,HELL CANYON RANGER DISTRICT,00310,CASCADE,ACTIVE,DECISION MEMO (CE),09/20/2007,,,2007.0
4666,40101,FLAMING GORGE RANGER DISTRICT,00102,CEDAR MOUNTAIN (BLM ADMIN),ACTIVE,DECISION MEMO (CE),01/04/2007,09/28/2013,,2007.0
4667,30701,WILLIAMS RANGER DISTRICT,00019,CHALENDER,ACTIVE,DECISION NOTICE/FONSI (EA),09/28/2007,,,2007.0
4668,40801,FILLMORE RANGER DISTRICT,01002,CHALK CREEK CENTER FORK,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4669,40801,FILLMORE RANGER DISTRICT,01003,CHALK CREEK NORTH FORK,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4670,40801,FILLMORE RANGER DISTRICT,01004,CHALK CREEK SOUTH FORK,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4671,30303,MAGDALENA RANGER DISTRICT,03329,CHAVEZ,ACTIVE,DECISION MEMO (CE),08/30/2007,,,2007.0
4672,41001,SANPETE RANGER DISTRICT,00134,CHICKEN CREEK C & H,ACTIVE,DECISION MEMO (CE),09/12/2007,,,2007.0
4673,30901,CHINO VALLEY RANGER DISTRICT,00106,CHINO VALLEY,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4674,21306,PAGOSA RANGER DISTRICT,13706,CHRIS MOUNTAIN/PARK LAKE,ACTIVE,DECISION MEMO (CE),09/12/2007,,,2007.0
4675,62112,THREE RIVERS RANGER DISTRICT,02400,CHURCHILL,ACTIVE,DECISION MEMO (CE),01/08/2007,,,2007.0
4676,40803,BEAVER RANGER DISTRICT,03001,CIRCLEVILLE,ACTIVE,RECORD OF DECISION (EIS),01/16/2007,,2019.0,2007.0
4677,61606,LA GRANDE RANGER DISTRICT,00178,CLARK MOUNTAIN,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4678,20407,GUNNISON RANGER DISTRICT,00710,COCHETOPA,ACTIVE,DECISION NOTICE/FONSI (EA),09/24/2007,,,2007.0
4679,50356,PLACERVILLE RANGER DISTRICT,006CM,CODY MEADOW,VACANT,DECISION NOTICE/FONSI (EA),09/25/2007,,,2007.0
4680,20407,GUNNISON RANGER DISTRICT,00711,COLD SPRINGS,ACTIVE,DECISION NOTICE/FONSI (EA),09/24/2007,,,2007.0
4681,31005,PECOS - LAS VEGAS RANGER DISTRICT,00506,COLONIAS,ACTIVE,DECISION MEMO (CE),09/28/2007,01/05/2017,2028.0,2007.0
4682,30207,QUESTA RANGER DISTRICT,00712,COLUMBINE,ACTIVE,DECISION NOTICE/FONSI (EA),09/28/2007,,2022.0,2007.0
4683,41554,PALISADES RANGER DISTRICT,54003,CONANT VALLEY,ACTIVE,DECISION MEMO (CE),09/28/2007,09/27/2013,,2007.0
4684,61708,NACHES RANGER DISTRICT,00T17,CONRAD MEADOWS,ACTIVE,DECISION NOTICE/FONSI (EA),12/07/2007,,,2007.0
4685,40801,FILLMORE RANGER DISTRICT,01005,CORN CREEK,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4686,30304,MOUNTAINAIR RANGER DISTRICT,04417,CORONA,ACTIVE,DECISION MEMO (CE),07/10/2007,,2022.0,2007.0
4687,40303,GREYS RIVER RANGER DISTRICT,03008,CORRAL CREEK,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4688,50351,AMADOR RANGER DISTRICT,001CF,CORRAL FLAT,VACANT,DECISION MEMO (CE),09/27/2007,,,2007.0
4689,50254,DESCANSO RANGER DISTRICT,25418,CORTE MADERA,ACTIVE,DECISION NOTICE/FONSI (EA),09/26/2007,,,2007.0
4690,21402,GREYBULL RANGER DISTRICT,02055,COTTONWOOD,ACTIVE,DECISION MEMO (CE),09/24/2007,,,2007.0
4691,40801,FILLMORE RANGER DISTRICT,01006,COTTONWOOD,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4692,40803,BEAVER RANGER DISTRICT,03011,COTTONWOOD CREEK,ACTIVE,RECORD OF DECISION (EIS),01/16/2007,,,2007.0
4693,41001,SANPETE RANGER DISTRICT,00114,COTTONWOOD/GOOSEBERRY S & G,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4694,30304,MOUNTAINAIR RANGER DISTRICT,04416,COUGAR MOUNTAIN,ACTIVE,DECISION MEMO (CE),07/10/2007,,2022.0,2007.0
4695,30303,MAGDALENA RANGER DISTRICT,03316,COUNCIL ROCK,ACTIVE,DECISION MEMO (CE),08/30/2007,,,2007.0
4696,20602,BRUSH CREEK/HAYDEN RANGER DISTRICT,02411,COW CREEK,ACTIVE,DECISION MEMO (CE),09/18/2007,,,2007.0
4697,21401,CLARKS FORK RANGER DISTRICT,01027,CRANDALL II,ACTIVE,DECISION NOTICE/FONSI (EA),09/28/2007,,,2007.0
4698,61631,WHITMAN RANGER DISTRICT,00163,CREE,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4699,21008,SULPHUR RANGER DISTRICT,00804,CROOKED CREEK,VACANT,DECISION MEMO (CE),09/10/2007,,,2007.0
4700,60402,EMIGRANT CREEK RANGER DISTRICT,00500,CROOKED CREEK,ACTIVE,DECISION MEMO (CE),09/27/2007,,2025.0,2007.0
4701,20609,DOUGLAS RANGER DISTRICT,06611,CUMMINGS PARK,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4702,41903,HEBER-KAMAS RANGER DISTRICT,00363,CURRANT CREEK,ACTIVE,DECISION MEMO (CE),09/24/2007,,,2007.0
4703,60212,CHILOQUIN RANGER DISTRICT,0R160,DAMS-SWITCHBACK C&H,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4704,40802,FREMONT RIVER RANGER DISTRICT,02101,DANIELS,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4705,30606,RESERVE RANGER DISTRICT,00605,DARK CANYON,ACTIVE,DECISION MEMO (CE),06/21/2007,,,2007.0
4706,20609,DOUGLAS RANGER DISTRICT,09204,DARLINGTON,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4707,62104,REPUBLIC RANGER DISTRICT,07200,DAY CREEK,ACTIVE,DECISION MEMO (CE),01/08/2007,,,2007.0
4708,21305,MANCOS-DOLORES RANGER DISTRICT,13210,DEER,ACTIVE,DECISION NOTICE/FONSI (EA),09/24/2007,,,2007.0
4709,20601,YAMPA RANGER DISTRICT,01531,INDIAN RUN WILDLIFE,CLOSED,DECISION NOTICE/FONSI (EA),09/27/2017,,,2017.0
4710,20601,YAMPA RANGER DISTRICT,01544,PINE CREEK,COMBINED,DECISION NOTICE/FONSI (EA),09/27/2017,,2019.0,2017.0
4711,21402,GREYBULL RANGER DISTRICT,02040,DEER CREEK,ACTIVE,DECISION MEMO (CE),09/24/2007,,,2007.0
4712,20601,YAMPA RANGER DISTRICT,01546,SOUTH FORK WILLIAMS,COMBINED,DECISION NOTICE/FONSI (EA),09/27/2017,,2019.0,2017.0
4713,50651,ALMANOR RANGER DISTRICT,00022,DEER CREEK,ACTIVE,DECISION MEMO (CE),09/26/2007,,,2007.0
4714,61604,HELLS CANYON NRA,00016,DEL CURTO,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4715,20601,YAMPA RANGER DISTRICT,01549,INDIAN RUN,COMBINED,DECISION NOTICE/FONSI (EA),09/27/2017,,2019.0,2017.0
4716,30801,SMOKEY BEAR RANGER DISTRICT,00506,DIAMOND PEAK,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4717,20609,DOUGLAS RANGER DISTRICT,09263,DILTS,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4718,61402,HEPPNER RANGER DISTRICT,02000,DITCH CREEK,ACTIVE,DECISION MEMO (CE),09/28/2007,,2019.0,2007.0
4719,51101,BECKWOURTH RANGER DISTRICT,05-05,DIXIE VALLEY,ACTIVE,DECISION NOTICE/FONSI (EA),10/09/2007,,,2007.0
4720,41554,PALISADES RANGER DISTRICT,00416,DOG CREEK,ACTIVE,DECISION MEMO (CE),09/28/2007,,2022.0,2007.0
4721,41004,MOAB RANGER DISTRICT,00412,DORRY,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4722,51101,BECKWOURTH RANGER DISTRICT,01-10,DOTTA NECK,ACTIVE,DECISION MEMO (CE),03/14/2007,,,2007.0
4723,20609,DOUGLAS RANGER DISTRICT,09206,DOWNS,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4724,60202,LAKEVIEW RANGER DISTRICT,00R41,DREWS RESERVOIR,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4725,20303,HELL CANYON RANGER DISTRICT,00406,DRY BEAVER,ACTIVE,DECISION MEMO (CE),09/20/2007,,,2007.0
4726,60702,PAULINA RANGER DISTRICT,02027,DRY CORNER,ACTIVE,DECISION MEMO (CE),02/27/2007,,2019.0,2007.0
4727,30304,MOUNTAINAIR RANGER DISTRICT,04419,DUBOIS,ACTIVE,DECISION MEMO (CE),07/10/2007,,,2007.0
4728,51651,MI-WOK RANGER DISTRICT,R5102,DUCKWALL,ACTIVE,DECISION MEMO (CE),09/30/2007,,2028.0,2007.0
4729,30905,VERDE RANGER DISTRICT,00506,DUGAS,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4730,20609,DOUGLAS RANGER DISTRICT,09232,DULL CENTER,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4731,21405,WIND RIVER RANGER DISTRICT,05181,DUNOIR,ACTIVE,DECISION NOTICE/FONSI (EA),09/28/2007,,,2007.0
4732,51653,SUMMIT RANGER DISTRICT,R5306,EAGLE MEADOW,ACTIVE,DECISION NOTICE/FONSI (EA),07/16/2007,,2022.0,2007.0
4733,50753,SANTA LUCIA RANGER DISTRICT,3EARA,EAGLE RANCH,ACTIVE,DECISION MEMO (CE),09/26/2007,,,2007.0
4734,60212,CHILOQUIN RANGER DISTRICT,0R130,EAST CHILOQUIN RIDGE C&H,ACTIVE,DECISION MEMO (CE),09/28/2007,,,2007.0
4735,41904,EVANSTON-MOUNTAIN VIEW RANGER DISTRICT,00401,EAST FORK BLACKS FORK,ACTIVE,DECISION MEMO (CE),09/30/2007,,,2007.0
4736,21306,PAGOSA RANGER DISTRICT,13606,EAST FORK SAN JUAN RIVER,ACTIVE,DECISION NOTICE/FONSI (EA),05/22/2007,,,2007.0
4737,50955,DEVILS GARDEN RANGER DISTRICT,A5504,EAST GRIZZLIE,ACTIVE,DECISION MEMO (CE),09/13/2007,,2022.0,2007.0
4738,21306,PAGOSA RANGER DISTRICT,13624,EAST HARRIS,VACANT,DECISION NOTICE/FONSI (EA),01/25/2007,,,2007.0
4739,30307,KIOWA AND RITA BLANCA NATIONAL GRASSLANDS,07091,K-91,CLOSED,DECISION NOTICE/FONSI (EA),09/28/1998,09/20/2011,,1998.0
4740,20405,NORWOOD RANGER DISTRICT,00506,EAST NATURITA C&H,ACTIVE,DECISION NOTICE/FONSI (EA),10/16/2007,,,2007.0
4741,11514,LINCOLN RANGER DISTRICT,40411,EAST NEVADA,ACTIVE,DECISION MEMO (CE),09/12/2007,,2022.0,2007.0
4742,30206,TRES PIEDRAS RANGER DISTRICT,00648,EAST PINON,ACTIVE,DECISION NOTICE/FONSI (EA),09/27/2007,,2019.0,2007.0
4743,20609,DOUGLAS RANGER DISTRICT,09247,EAST UNDERWOOD,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4744,11604,NINEMILE RANGER DISTRICT,00070,EDITH-SIXMILE,ACTIVE,DECISION MEMO (CE),07/13/2007,,2022.0,2007.0
4745,20609,DOUGLAS RANGER DISTRICT,09266,EDWARDS,ACTIVE,RECORD OF DECISION (EIS),10/05/2007,,,2007.0
4746,21306,PAGOSA RANGER DISTRICT,13616,EIGHT MILE MESA,VACANT,DECISION NOTICE/FONSI (EA),05/22/2007,,,2007.0
4747,62112,THREE RIVERS RANGER DISTRICT,02500,ELBOW LAKE,ACTIVE,DECISION MEMO (CE),01/08/2007,,,2007.0
4748,41552,ASHTON/ISLAND PARK RANGER DISTRICT,00232,ELK CREEK C&H,ACTIVE,DECISION MEMO (CE),09/28/2007,09/26/2011,,2007.0
4749,41556,TETON BASIN RANGER DISTRICT,00537,ELK FLAT,ACTIVE,DECISION MEMO (CE),08/17/2007,,2022.0,2007.0
4750,50854,UPPER LAKE RANGER DISTRICT,00031,ELK MOUNTAIN,ACTIVE,DECISION MEMO (CE),07/05/2007,,2022.0,2007.0
4751,41554,PALISADES RANGER DISTRICT,40276,ELK MOUNTAIN,ACTIVE,DECISION MEMO (CE),09/28/2007,,2022.0,2007.0
4752,21005,CANYON LAKES RANGER DISTRICT,00405,ELK PARK,VACANT,DECISION NOTICE/FONSI (EA),10/12/2007,,,2007.0
4753,11106,BOZEMAN RANGER DISTRICT,00623,ELK RIDGE,ACTIVE,RECORD OF DECISION (EIS),09/24/2007,,,2007.0
4754,11106,BOZEMAN RANGER DISTRICT,00622,ELKHORN,ACTIVE,RECORD OF DECISION (EIS),09/24/2007,,,2007.0
4755,61631,WHITMAN RANGER DISTRICT,00188,ELMWOOD,ACTIVE,DECISION MEMO (CE),09/27/2007,,,2007.0
4756,20904,DIVIDE RANGER DISTRICT,09509,EMBARGO,ACTIVE,DECISION MEMO (CE),06/12/2007,,2019.0,2007.0
